user_id,book_id,rating
13520,326,3
13520,8261,3
13520,1675,3
13520,304,4
13520,1386,3
13520,2603,3
13520,8731,2
13520,1317,3
13520,2087,3
13520,4639,3
13520,2820,2
13520,414,3
10031,4227,4
10558,414,2
6144,7761,4
1693,1441,3
1574,9188,3
1309,1430,1
13522,6200,2
4071,8547,3
1598,1417,1
4071,1806,2
3007,4335,4
9537,1429,4
13525,694,2
13525,3634,2
4850,2820,1
1904,233,2
13504,1171,4
3839,3724,1
6360,304,5
8852,304,5
8852,2647,5
8852,1096,5
12742,3600,3
13488,233,5
3116,8693,2
1940,3387,2
4875,1316,3
13525,3966,4
13525,1272,4
10710,3416,3
13010,233,5
13535,150,5
13535,1752,5
13535,2188,5
6146,4347,4
11491,4618,4
1766,326,4
13540,4335,5
4225,7496,3
10214,915,3
10214,1645,3
2362,2193,3
54,5534,1
13540,3963,5
13540,8399,5
13540,3443,4
13544,6760,4
13544,233,3
13536,2633,5
13536,2991,3
13532,3561,4
6957,4508,3
7958,2015,4
13488,4422,3
7958,1159,5
13488,1301,4
7958,1752,5
9832,5941,3
9832,9820,2
6129,4089,3
293,4347,2
6339,7208,4
13329,1316,3
3007,8348,2
9477,5127,5
6696,694,3
13243,304,5
13243,919,3
13243,1159,4
13243,383,3
13243,2015,4
13243,3966,4
3879,414,3
5657,7789,3
13558,326,4
12574,4347,4
13559,915,2
6204,414,3
6204,1272,3
1880,8693,3
8915,3979,3
13010,6675,3
13010,694,2
13010,1171,2
6433,2539,3
6433,5941,3
12075,9455,4
12968,3513,4
9380,7541,5
12675,2785,4
5759,8348,4
13571,6731,3
2376,9630,3
6159,2015,2
9954,2991,4
9954,4427,4
13472,3387,4
13472,1578,4
13472,3715,4
13472,3963,4
13472,233,3
2238,5667,2
11676,233,4
11676,7326,4
7958,6335,2
13580,2015,4
13580,150,5
13580,1547,5
13580,3634,4
13580,2679,2
13580,1317,2
13580,1386,4
13580,1145,3
13580,8348,2
13580,4392,2
13580,3468,3
13580,1748,5
13580,1806,2
13580,4337,2
13580,2603,2
13580,2087,2
13580,2820,2
13557,8142,3
13582,4347,4
10160,3416,4
9954,8530,2
12777,4431,2
13586,383,3
6986,2304,3
11312,414,5
11312,2188,5
7983,2015,3
11312,383,5
11312,1301,3
6383,5941,4
13592,6296,5
13588,7923,4
211,8319,3
13588,7917,3
12983,1316,4
13271,150,4
13271,1171,5
6699,304,5
13271,1953,5
13588,1316,1
13588,8802,4
13588,383,4
13588,8195,3
13588,1096,4
13588,1272,3
13588,3979,2
13588,3788,3
13588,2233,3
1586,2630,3
13271,3963,5
9954,4057,4
7453,3197,5
7453,4027,5
7453,5263,5
13599,2991,2
13599,2633,3
13599,4427,3
4441,8348,2
12479,3905,3
13600,414,4
13600,4793,4
13310,6546,5
1057,1316,5
1057,2193,2
13599,694,2
13599,326,5
13599,9300,2
13599,2192,3
13599,2028,3
13599,383,3
3205,2423,5
3205,7687,5
13564,2192,4
13207,6760,3
5271,414,5
13520,4898,2
3402,7826,4
10063,7888,4
13583,6760,4
6290,150,4
4641,1272,3
13606,915,2
7825,4168,2
13610,3011,5
13600,150,4
13611,414,5
13600,1316,4
13600,383,2
41,414,4
7852,7678,3
2006,1272,2
3939,8528,2
13613,2192,4
13613,2028,3
13613,4992,2
13616,6490,2
10853,3634,4
10853,2423,4
10853,8319,3
5172,414,3
13589,4990,3
13589,9318,3
13589,7483,2
13589,9339,2
13589,9144,4
9463,414,3
13589,8457,4
13589,7463,3
12899,5127,5
9435,2679,3
5511,5142,5
5511,8917,4
13611,326,5
13611,304,5
13577,3856,4
13577,2000,4
13577,304,5
6362,326,3
1623,2193,3
3627,2842,3
10670,233,1
13010,8143,4
11814,2991,3
11814,2633,3
11814,4427,4
13394,7208,4
4475,4027,4
9203,3963,3
12774,2304,3
12617,3697,4
12523,2000,4
12523,304,4
9496,5751,3
13636,6327,4
2905,414,4
10214,5076,4
13595,383,2
8344,7641,4
13638,2824,3
1640,3416,3
10035,1547,3
8615,8693,4
631,4347,3
13639,1645,5
13639,2423,4
13639,7271,5
11886,1096,3
13637,2785,5
13637,8331,4
10374,326,4
13639,8142,2
13639,5960,3
10599,915,3
10599,2679,5
10599,1752,5
10599,2188,5
10599,1936,4
13523,1301,5
13612,414,3
13612,5496,3
1766,4392,4
8871,8439,4
13647,150,4
13647,383,1
13647,4057,4
13594,3600,4
12372,5563,4
8433,2411,5
8433,9044,5
8433,1677,3
8433,1434,3
8433,2304,4
13043,8721,4
13650,6200,2
5151,694,4
12206,414,4
13654,4108,4
13654,4057,3
13654,2991,3
13654,2633,3
13654,4427,3
13654,233,4
13654,383,5
13654,9188,4
13654,3634,3
13654,1430,3
6625,5973,2
13654,414,4
13654,2015,3
6625,1204,4
9789,414,2
2145,1145,4
9082,3568,4
13635,2028,2
13635,4992,2
13656,915,3
13656,1578,4
13656,5758,5
2413,2757,5
13653,2192,2
13520,4508,3
13520,233,3
8465,414,4
13520,6546,3
13520,3905,3
8093,6528,5
8093,9168,5
13661,5076,4
13661,919,5
11373,8693,4
2874,4755,4
6985,915,3
13271,3724,3
13656,2028,4
7957,233,3
9706,5615,5
1382,2824,1
11247,7687,4
12230,233,4
7812,2871,4
7812,6255,4
13669,304,2
233,326,4
8852,5138,5
8177,2785,5
13672,150,4
6952,2824,3
6952,414,4
6952,4793,2
6952,5220,4
748,304,5
13675,233,4
13669,383,5
13669,1936,4
13669,4130,4
11577,1145,2
5730,1316,3
8126,1317,4
13310,4956,4
1099,5076,4
3432,3788,4
13675,6220,2
13681,3416,2
13673,6490,5
5307,2000,2
13685,1171,5
13686,150,5
13686,233,4
13686,414,3
13687,1578,4
13687,3513,4
13687,4795,4
13626,2630,3
13626,2136,3
13684,9171,4
13684,3605,3
407,414,2
8031,414,4
3743,6200,4
5529,2188,4
9298,383,3
13613,6500,4
10035,1096,4
2131,414,4
2079,4392,4
13693,414,3
13693,8348,3
13693,8693,4
13693,2087,4
13693,9592,3
13693,2630,4
13693,4081,4
13694,2981,4
913,2824,1
12171,3634,3
13674,304,1
3489,2546,2
6101,6255,2
1682,1677,2
2785,233,2
939,7513,5
7610,1316,4
7610,383,4
1990,5960,4
11022,3344,3
61,5127,3
61,233,4
61,150,5
61,4237,5
3400,2087,3
3400,7641,4
13704,2991,4
13704,2633,4
13704,4427,4
13704,1441,4
13706,1429,4
13705,8194,5
13705,9334,5
13705,6480,4
13705,9119,4
5249,2546,3
8635,4335,3
13709,5483,5
8438,1316,3
9503,9168,4
13712,915,3
2362,150,5
10466,4347,4
1665,694,3
13699,1430,4
13699,3011,3
13699,1417,4
13699,3656,4
13699,2546,4
13699,5355,4
13699,5397,3
10466,304,2
10466,326,2
10466,233,4
10466,383,3
10466,1145,3
10466,3963,4
10466,2368,3
9365,3963,5
9365,1316,4
9365,4392,5
9365,9044,4
3400,6777,3
7638,3634,3
12026,5119,4
9247,3724,3
13399,150,4
10153,2630,3
10153,9928,4
10153,2757,5
10153,1936,4
10153,4392,3
10153,150,4
10153,4793,4
10153,1752,5
10153,4081,4
13719,3088,3
3997,1301,3
3997,5941,4
3997,2842,4
3742,4639,4
10295,5220,2
13722,1645,3
13722,1301,3
13723,150,4
13378,1204,4
7701,3853,3
13719,2193,4
10892,1159,4
13725,2633,2
5851,1316,4
3517,5127,4
7555,3634,4
4816,2000,2
13723,1748,3
13728,150,2
13725,5430,5
503,4614,2
503,3493,5
13730,5465,4
2876,1547,4
12024,7541,4
2876,3561,4
1627,4392,1
13732,326,3
13733,1204,3
3195,7289,3
13734,1677,3
13662,3715,3
13662,5211,4
3112,5766,5
3112,9273,2
3112,1430,2
3112,7326,3
2221,6191,3
13479,233,4
2526,2630,4
12460,8092,4
11874,6980,4
11874,4108,4
10674,1491,5
13739,1301,3
13739,3963,5
13739,2991,3
13739,2633,3
13739,4427,3
13739,4133,3
13739,6757,3
13739,326,4
7791,2785,3
13078,3966,4
11270,4508,5
7811,4956,3
13662,9475,4
11882,6807,5
13741,1547,5
13741,1748,3
13741,4431,4
6837,2633,1
13742,383,4
13742,1316,2
13746,1317,3
13746,233,4
13746,150,4
13746,1311,4
13479,1752,4
13746,414,4
4721,6191,3
11707,2423,5
11707,4146,4
13748,150,5
13749,7070,4
13749,9334,5
13749,8194,5
13749,3737,4
13552,3841,4
13552,8399,4
13552,6760,5
13552,3399,3
13094,4108,4
13747,1645,3
4851,414,4
9501,1752,4
8511,2824,4
7341,9820,4
3834,414,4
13756,1096,5
13756,7026,4
7536,4508,4
13749,5182,4
12710,3088,5
4568,2288,4
12738,3724,3
9790,3126,4
12777,694,2
5695,5941,2
13738,9301,5
13738,2981,4
13738,6528,5
13738,9168,5
13760,7741,4
13738,1301,2
13760,3190,4
13761,6490,4
13761,8142,1
13761,3387,4
1658,5766,5
10065,1311,5
13764,1783,5
13764,4146,4
7311,1645,5
13761,6264,3
13764,1434,3
12736,2647,5
13768,694,3
13768,3656,3
5167,9399,4
13238,915,4
3925,3788,4
8511,3322,4
8511,4337,4
3719,915,3
12983,1645,3
878,2981,3
6020,8693,4
13768,2028,4
13761,7551,1
9241,6664,4
9090,5127,4
5530,5127,4
5991,1316,3
5806,3724,4
6612,8143,2
6676,7289,3
13506,919,3
47,4614,2
10553,4385,4
9434,1547,3
13784,2136,3
2127,4385,4
10384,3050,4
13728,6664,3
13699,414,4
13728,304,4
13699,919,4
13728,326,4
13728,9300,4
13787,5758,5
13787,5766,3
11619,7316,3
8200,2192,3
8200,1547,1
13791,2862,5
13791,4528,4
8200,919,3
8200,2757,5
13787,4292,5
13787,5051,4
11904,9168,3
11726,5914,3
11726,5097,3
13749,1434,4
12963,4335,4
4904,6528,4
4904,9168,4
4904,9301,4
12263,326,3
12263,383,3
12263,1272,4
12263,1317,3
12263,2188,4
12263,2820,3
12263,4392,3
12263,4057,3
12263,4508,3
13749,1311,4
13749,919,3
10053,383,4
6555,5142,4
5249,5355,4
12650,414,4
13801,233,3
13806,1806,4
13725,8763,3
13806,150,5
13806,326,5
11726,9455,1
3950,383,4
11726,5615,3
11726,2304,3
10502,4146,3
13801,2188,3
11496,3050,4
13801,6139,4
13801,3465,3
13808,3126,5
13809,5076,5
13809,9630,5
4220,1272,5
2470,6327,3
13811,150,5
13810,1159,4
11726,2128,5
12909,1936,5
12909,4130,4
1282,4385,4
6607,8693,3
6607,304,4
2841,7513,5
9143,150,4
13815,5560,4
922,150,5
13703,1272,5
10599,4265,3
13819,9790,2
3205,9348,4
8874,383,2
13815,1434,5
13815,7923,4
5607,8220,3
7384,1430,3
7384,3406,4
5993,150,5
13825,1677,5
8790,5871,4
6655,3724,3
13828,1748,3
13828,4431,4
13828,694,3
1415,1311,4
13832,4557,5
6428,4793,2
4564,915,2
13825,4168,3
13806,7842,3
12913,7641,4
12913,1316,5
6605,326,4
5380,3724,4
12489,150,5
13482,6123,5
13482,2304,3
13482,7409,4
13482,3255,4
6605,1547,2
12766,1311,4
13836,5766,4
13836,8143,5
13836,2981,4
12815,8150,4
13836,1746,5
13836,3190,5
6204,1171,3
13837,1645,4
1998,150,5
246,7271,3
1998,2188,5
13836,1204,4
9840,9516,4
1998,304,4
13836,6760,4
13836,7742,4
13836,7316,5
13836,3537,4
13836,4512,4
13836,2842,4
13836,7463,4
13836,2539,4
5264,5127,4
2289,3443,3
2289,2981,3
10100,1677,3
13699,1272,4
13699,2679,4
3434,414,3
13843,1645,4
2838,150,3
2838,1547,1
2838,4027,3
2838,1567,2
11480,414,4
13737,915,3
13737,1491,3
1516,3600,5
13845,1204,3
13776,326,4
13776,1783,4
13776,3143,4
13776,2015,4
13806,233,4
13776,3715,3
13776,1434,4
13776,3406,3
12927,3724,3
7555,6777,3
4595,4992,3
13825,2820,5
1820,4508,4
11687,8802,3
12927,915,3
5830,2304,3
13849,2561,5
13849,6675,4
12927,8435,4
13862,5359,5
13862,5771,4
13862,4794,4
13862,6151,4
1355,5741,4
4751,414,2
13866,3126,4
7760,7289,3
7760,6344,3
7760,9155,3
13302,1547,3
13833,1204,3
13870,9159,5
12574,3905,4
617,5086,3
617,4146,4
13378,5666,5
3006,414,4
4286,4427,2
4286,2991,1
4286,2633,3
1944,3724,2
13866,8399,3
13866,9292,4
13876,2785,5
13876,5465,5
13267,7761,5
13819,1272,3
13877,3605,5
13877,6267,5
13877,8860,5
922,5385,3
13865,1578,4
6611,9100,3
8635,4347,3
13861,3537,5
13861,2842,4
13861,5941,5
13861,4618,4
13867,1547,4
13867,383,4
13867,1806,4
13867,150,3
9203,414,2
4516,2647,4
13861,3190,4
13879,233,4
13879,304,4
13879,326,4
13879,919,5
13879,3443,3
13880,2304,3
8989,9630,4
11857,150,5
8973,1316,3
11857,3406,3
7177,9860,4
13656,5558,3
13656,4528,2
8970,6546,3
4516,3143,3
609,3090,4
11434,8530,2
9802,1441,4
12227,4557,2
5708,4335,4
5708,2000,4
6625,1429,4
6625,8194,4
6625,7070,4
6625,9334,4
6625,7278,4
4411,1204,4
4323,233,4
4323,6123,2
4323,3143,5
13888,2757,5
4323,2789,4
13890,150,1
13893,3737,3
849,6402,3
4155,6546,4
13896,2991,4
13896,4427,3
13897,8143,4
13897,5758,4
13896,383,4
13897,5973,4
6578,414,2
3052,2128,3
9735,3406,4
5708,8860,4
5708,1311,4
1840,3197,3
13891,4134,4
13903,4956,3
7095,3724,4
13891,326,4
7437,7687,3
13905,3358,3
13904,1953,4
13904,3715,5
13904,1204,4
13909,2423,5
13826,2128,3
13826,2757,3
13909,4771,3
13826,1145,3
13826,6139,3
13826,1311,2
13909,8750,3
13826,9860,3
13826,2561,3
13826,5051,3
13910,6528,4
13826,3963,4
13910,9168,4
13698,694,3
13909,2785,3
13698,6731,5
13826,878,3
13891,7289,5
13888,7541,3
891,1677,2
2666,414,4
1169,414,5
1169,7357,3
3290,1748,3
5072,150,4
13843,5343,4
3067,3905,3
7976,9516,4
13917,304,5
13917,383,5
13917,2981,5
8504,4614,3
13023,4508,4
13023,2136,4
161,4716,2
1118,1441,4
7998,8765,3
1238,414,3
12684,6895,3
12684,2193,4
13902,4134,4
11847,7119,5
13902,3605,3
13902,5871,4
13902,6267,2
13902,8860,3
13902,1311,3
8757,4347,2
13927,8530,5
13927,9341,4
13928,6335,5
7892,414,4
6334,5127,4
6334,3399,4
7298,1159,3
13932,1567,2
13935,1434,3
9490,414,3
13929,7316,5
13929,5771,4
13929,7742,1
5582,3255,4
12409,1806,4
12409,2233,2
12409,3856,3
13440,150,3
12409,1936,2
12409,4130,2
13083,2000,3
13083,304,4
13083,2188,4
13083,1311,3
12409,2000,3
12409,3568,2
11092,1272,2
9913,7551,2
13739,2546,3
4216,8220,5
3428,9456,4
1640,2633,3
8039,1204,3
3116,9957,3
13948,2633,4
1318,4265,2
12076,7409,4
13550,4335,4
13952,5343,3
13892,919,5
1153,9790,4
13954,3197,3
13954,4027,3
13954,5263,3
13954,1204,1
13954,7026,3
13892,9519,3
13892,1752,4
4763,4431,2
13952,1204,5
13952,383,4
7602,1159,3
7601,4618,3
5633,414,3
13888,2710,3
13954,9455,3
13962,414,3
13961,2192,4
13961,2028,4
13961,2423,4
2127,1953,3
931,7917,4
1938,5127,3
13962,1645,4
13962,304,4
13962,326,4
13968,1783,3
13962,383,3
13962,2679,4
13962,1317,4
9695,4956,2
11287,1096,4
13226,2000,3
13226,694,4
13226,3016,4
13226,2610,4
13226,7473,4
13226,1301,4
13226,6908,5
13226,3841,5
13226,1748,4
6660,9273,4
13976,2991,3
6696,383,3
6696,414,2
6696,3905,3
2984,2824,3
13980,233,5
13981,1953,4
13980,2015,3
13981,5030,1
13981,8465,1
13981,3126,4
13980,5666,4
11239,4146,3
9119,414,5
5482,3387,3
9695,9273,4
7599,4508,3
5692,8765,1
8635,8457,3
3344,2000,5
8635,3724,4
13991,150,4
13992,9273,4
13991,233,4
13991,326,4
13993,9516,2
2918,2757,4
13992,383,4
13088,414,5
13991,1316,4
13991,1752,4
13991,2015,4
13991,3090,3
13991,3493,5
13991,915,4
13958,6402,3
13958,7546,3
13958,9341,3
13995,3979,2
7129,4956,3
12081,3966,5
8842,1429,5
13958,1096,5
12983,7586,3
14001,4385,5
14001,5615,4
14001,7572,4
14001,2028,4
14001,4992,4
14001,6909,3
14001,3568,3
14001,2679,3
14001,8547,3
14001,4057,5
14001,2824,3
11126,694,3
14003,4081,3
1580,8348,3
13285,3842,4
13410,2757,4
13410,6777,3
5946,8348,4
1280,5119,3
3119,4146,4
6571,5960,4
14006,9171,4
6571,1578,4
14006,694,4
14006,9155,4
14006,8945,4
4590,3028,4
507,414,5
12346,3367,3
12346,6760,4
12346,6327,5
14008,1936,3
14008,4130,2
6671,4168,3
6671,2820,3
10207,1417,3
14013,915,5
14012,150,5
4026,8319,3
14004,233,5
14018,2136,3
14019,1096,4
14017,233,4
10904,3358,5
14025,7959,3
14025,2981,5
14025,1746,4
13995,3406,3
14025,1301,4
13995,6681,4
14025,3537,5
14025,4512,5
14025,3367,5
14025,2842,4
14025,7463,3
14025,2539,3
14025,2679,5
4069,6490,4
1263,9348,2
3121,8693,5
11219,3724,4
7799,1204,3
12794,5496,4
13566,1578,4
8342,7513,5
12899,6490,4
14024,1645,3
14033,2824,4
14033,414,5
14033,150,4
14033,233,5
14033,6675,5
13513,4392,2
10537,414,2
10537,5758,4
14029,8150,3
14037,7289,5
13270,8547,5
5167,150,3
14038,2630,5
9301,8528,2
14038,2785,2
3456,8348,4
1633,9957,3
13226,2015,4
13226,5766,4
13226,1752,5
13226,2188,4
13688,8565,2
6937,4557,4
13339,326,4
894,304,4
12766,1547,2
12823,1159,4
12983,1677,4
14057,233,4
6050,233,4
13339,915,3
9908,3697,5
7076,3561,5
7076,1096,5
269,7641,3
9507,1316,3
6895,2128,4
9507,2000,4
9507,150,5
9507,4057,5
13651,1491,4
13339,6096,4
14018,7735,5
14018,1272,4
14018,4359,4
6218,8754,1
14063,1417,5
11369,414,4
7076,304,5
6824,1096,5
14065,304,4
4355,3011,3
4355,8009,4
14066,1272,4
14066,2789,3
14066,6908,3
10599,414,3
6006,1317,3
4025,6552,3
7478,2785,2
3562,9185,3
6545,414,5
6545,150,1
9632,5741,5
9632,4168,5
6983,9519,3
12771,414,5
13704,8348,4
6360,9273,4
311,1645,2
12707,2862,3
12707,5558,3
12707,4678,3
13059,414,4
12963,2842,3
13612,1645,3
374,2136,3
13399,7842,4
13805,383,4
13805,304,5
13805,4108,4
13805,150,3
13805,1317,3
13805,6566,3
126,8092,3
374,2028,2
2402,8547,4
5964,233,3
5964,414,5
5964,2000,4
5964,1441,5
5964,383,5
5964,9519,4
5964,3963,5
9500,4956,3
12430,3724,3
12256,8754,2
13910,5615,4
14037,8026,5
14037,8264,5
12746,5138,4
14002,2193,3
14002,9291,4
14081,4771,4
14081,7741,3
14081,7436,4
14081,1677,3
14081,3416,3
5514,1806,3
2512,9301,5
14083,1783,3
14011,1434,3
14011,1677,3
14011,1578,4
10895,4557,2
10895,6552,3
14081,3737,4
14081,3788,3
4173,9594,4
1795,8802,3
14040,3537,5
14040,2842,4
2033,3197,5
2033,4027,5
2033,5263,4
14002,915,5
3420,8547,5
14002,1311,2
7815,6490,5
14052,233,5
14052,383,5
3734,4335,4
13924,5871,5
14091,8860,5
12081,2790,3
14096,8348,3
14096,694,3
13063,3724,3
13063,414,4
2785,9594,3
13063,1096,4
13063,1936,3
13063,4130,2
13063,4392,2
13063,3367,3
13063,7463,3
13063,4335,4
13063,8802,3
13063,9291,3
9078,3724,4
14102,4512,3
14103,8142,4
14103,5960,5
14079,5871,5
4658,414,3
14104,2633,3
5160,4771,4
5160,7741,4
14093,3605,3
14093,5871,5
14093,6267,4
14093,8860,3
14107,1806,5
14107,9516,5
14107,150,5
14107,304,4
6201,4992,4
9099,4422,4
9099,1953,4
10789,4701,3
14111,5973,4
10789,7119,3
14040,3963,4
3189,3050,3
205,919,3
13970,2862,4
13970,3513,3
13970,9026,3
13970,6528,3
13970,9168,3
13970,7473,3
5208,2862,4
13970,2785,5
6366,9119,4
13914,2015,5
13914,3605,1
13914,6267,3
13914,8860,3
14096,1491,5
14073,3143,4
14073,3387,3
14073,2015,3
14073,3715,3
14073,1434,3
14073,3090,3
14073,2411,4
14073,4898,4
7845,3050,5
14107,4057,5
14121,6296,5
14114,8530,3
8772,7388,3
9016,3574,5
1710,414,5
14076,2610,2
6020,7629,5
3656,2028,3
3241,383,2
5740,2785,3
3241,4335,3
3241,1783,3
3241,1311,2
14112,1272,5
14112,1317,4
11898,304,5
11972,414,2
14125,3416,3
11972,7739,2
11972,2820,2
11972,4614,2
11972,383,3
11972,1953,5
11972,5138,4
11972,6760,4
14126,233,5
12714,6760,4
14113,1578,5
14113,3513,5
14113,2862,4
14113,5304,5
14113,5558,4
14113,4528,4
14113,7123,5
14132,383,5
14132,2015,5
14113,2981,5
9078,4168,5
2054,414,3
13231,6402,3
13231,7546,3
9871,6151,3
9871,9155,5
109,6191,4
14136,2000,3
14136,2991,2
14136,2633,2
14136,4427,3
14136,383,2
14136,304,4
14136,4237,4
14136,1272,3
6262,150,4
14091,3979,3
14138,233,5
14091,4422,5
14138,3406,2
2715,9185,4
2715,4133,4
14139,3842,4
14137,2630,4
12620,150,4
14140,3600,4
11594,4237,4
14140,3416,3
14137,4005,2
14137,233,3
14137,3090,3
11281,1171,3
9563,414,3
13610,4557,4
14142,694,4
14096,383,3
13238,7119,3
13238,2192,3
13238,150,4
2207,3788,3
14145,2368,5
14145,5220,5
14145,1311,4
14145,5142,3
14148,2136,1
6902,4427,5
13298,4168,5
14152,1272,3
14152,150,3
14152,326,2
8150,383,5
14149,3443,3
4298,414,3
9078,694,3
14150,1272,5
14150,1096,5
14150,4081,4
14150,233,3
14150,2304,4
14150,2610,3
14150,3016,4
14150,2938,3
14150,3011,5
8027,2824,2
256,414,4
13455,9594,4
14159,2028,4
9078,1316,4
9078,4081,3
3037,3905,3
13908,6267,3
13908,233,3
10016,6546,3
6215,7289,4
12951,4168,3
6215,326,3
1943,3011,3
14162,6546,3
14162,4385,4
14162,6612,4
4216,8403,4
14162,304,4
14162,5385,2
14162,3634,2
14162,2630,3
14073,6480,4
14073,3028,4
14073,5182,4
14073,6951,4
14073,1953,3
14073,9545,4
14073,7586,3
14073,6264,4
14073,9928,3
1676,4618,4
8093,8765,5
600,2710,3
11699,326,4
11278,1441,5
11278,1316,4
13886,2633,4
13886,2991,4
13886,6306,3
13886,2015,3
13886,3568,3
11699,2028,4
11891,3387,3
3294,9957,2
14169,919,5
14169,1272,3
14166,9044,4
14166,1096,5
14166,4422,3
13635,4168,3
14172,2304,4
14172,3255,3
13874,2028,3
13874,2192,5
13874,2710,3
14129,915,2
4192,2679,4
7750,6299,2
6026,2128,4
681,2630,3
4300,7339,3
14124,1677,5
14124,3841,3
14124,1430,2
14124,1417,2
3182,2561,4
14177,150,4
14177,326,4
14147,2362,3
14177,1316,4
14177,3853,3
14177,2192,3
14180,919,5
14177,1317,2
14177,4227,2
10911,3788,3
10911,3537,4
10911,4512,4
10911,3367,4
10911,2842,4
10911,7463,4
10911,2539,4
10911,5941,4
10911,4618,4
10911,5030,4
10911,915,4
14154,1204,2
14154,4716,3
14160,2188,4
14160,3443,5
14182,2423,5
14182,326,5
14106,6344,5
14106,9155,3
14106,9592,3
14106,8945,3
14106,1578,4
575,326,3
14185,8142,3
14185,5960,3
14185,1578,4
14185,3513,2
14185,2862,4
14185,5304,3
14185,5558,2
14185,4678,2
14185,9026,3
14185,7123,1
14185,6807,4
14111,915,2
7613,2136,2
2300,2174,4
6551,1159,3
14189,2610,5
14189,3016,5
14189,2938,5
14177,694,4
14177,1417,2
14190,3443,4
2336,5385,1
589,3416,3
5968,3088,4
14140,3126,3
192,7572,5
14200,1953,4
14200,3715,2
14200,6190,2
14200,9455,2
14200,8357,3
14200,2136,2
9463,9348,3
2838,326,3
13664,6264,4
13664,3028,5
2160,4508,3
14202,5960,4
2575,1311,2
1641,414,5
14203,915,3
14203,2411,5
8264,1675,4
8264,326,3
14098,1953,2
14098,2820,2
14098,4422,3
14207,6612,3
14207,3387,5
4080,8348,5
11089,9188,3
14119,150,4
9786,5941,3
2325,915,4
12272,3197,4
7634,5766,5
5072,414,4
13231,1311,3
14206,1317,4
14206,1311,3
14206,5220,4
14206,1748,5
14206,4431,2
14206,3574,3
14023,6731,3
5663,150,5
12399,150,1
5929,915,2
5929,9860,5
5929,1936,4
14059,7208,5
14059,8868,5
14059,9476,5
14221,8084,3
8662,1491,4
3284,4956,3
8464,2423,2
2173,3724,1
13315,3600,4
14167,1171,3
14205,5051,1
9247,5127,3
14109,1748,3
13122,304,5
14205,3406,4
14205,2015,5
11602,7789,3
1880,5741,4
14228,4956,3
931,414,3
14228,9519,3
14230,2647,2
14231,383,4
14231,1430,4
14231,1417,4
14231,3574,4
14231,694,3
14231,2136,3
9923,3416,3
14232,8319,3
14232,3322,5
14232,6299,5
14232,304,5
14232,150,5
14232,2610,4
14232,3016,5
14232,2938,5
14232,694,4
14232,326,4
14232,3011,3
14232,3656,3
9207,7687,3
9207,8754,3
14232,1317,3
14232,5751,3
14227,2862,4
14235,3600,4
2818,3126,4
14235,5563,4
5465,3190,3
14232,5385,4
14232,414,4
8615,2136,3
14239,1677,3
14239,5343,4
14239,3979,3
14240,2233,4
14240,6500,3
14240,2423,3
14240,915,4
14245,2924,5
4543,8765,3
8004,233,1
8132,414,2
13942,2136,3
14248,233,3
14248,150,4
14248,919,4
14248,1272,3
14248,383,3
8004,4422,3
1256,9928,2
7976,1806,3
493,233,3
13751,6633,4
13751,4716,4
14167,1434,2
14252,5097,4
14252,5914,4
14252,326,3
14252,1145,3
14252,2820,3
14253,919,4
14253,383,4
14253,4793,4
14253,2679,3
14172,233,5
11041,3255,3
14250,2304,3
14250,1171,4
14250,3406,3
14255,3416,2
14255,1171,3
14254,1316,2
14255,150,3
11799,8457,2
13013,8528,2
4874,5766,5
1640,2991,4
4911,3088,5
14265,6633,4
14265,2233,4
14265,9291,4
14266,915,5
2203,3905,4
3119,919,3
8286,4335,4
14267,2028,4
14273,3399,5
14264,6490,4
9066,9271,4
11648,2630,2
11102,383,3
7779,150,4
14275,9554,4
439,414,4
12982,1434,1
14254,304,5
1658,1441,4
14254,2820,4
14254,2000,2
14254,5667,4
14254,1386,4
14254,326,5
14254,2368,3
14284,3715,2
14284,3255,3
1294,3568,5
2299,233,5
14287,4359,5
3838,3568,3
7983,6546,2
14287,6895,4
14287,5076,4
14117,3416,3
256,3724,3
5580,383,3
5580,1317,2
5750,5973,4
5750,5355,4
14275,1301,3
4541,2630,3
14291,5097,3
14291,5914,4
14291,8457,3
13732,2192,3
6691,1953,4
4672,6521,5
6691,2193,5
13561,233,4
14287,3126,5
14287,2304,4
8175,9188,4
14287,9300,3
14287,1783,2
14304,3724,3
14304,4335,3
4692,2362,3
13939,326,4
13939,4639,5
13939,2087,3
13939,1317,4
13939,1145,4
13939,2820,4
13939,1159,4
13939,3468,4
14254,1936,4
13939,3787,4
13939,1386,4
13939,2603,3
13939,304,4
13939,5667,3
13939,4265,3
13939,2368,4
13939,3966,3
8974,2128,5
14254,1145,4
3700,9273,4
14254,233,4
13998,1491,5
3803,414,2
13998,1752,4
6254,8319,3
14233,9455,3
14233,1204,4
14233,3197,5
14294,915,3
14128,6807,1
14128,4528,5
14128,1578,5
14128,5558,5
14128,7123,5
14128,3513,5
14128,4678,5
14313,383,3
14128,2015,5
14128,8009,5
14128,9456,5
14128,4508,5
14313,3090,4
2406,150,4
2406,233,4
14316,2610,3
14316,3016,3
14316,2938,4
14316,8319,3
14316,4108,5
14316,5097,3
14316,919,3
14316,1311,3
8286,2136,2
8286,383,3
4712,3724,4
14321,8721,3
14321,2834,3
14320,1578,2
