book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url,NonEnglish
2785,6387565,6387565,6575836,67,,,"James Patterson, Gabrielle Charbonnet",2009.0,Witch & Wizard,"Witch & Wizard (Witch & Wizard, #1)",eng,3.57,28291,47545,4345,2892,5695,12892,13690,12376,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2789,31231,31231,2254814,67,752858556,9780752858560.0,Robert Ludlum,1979.0,The Matarese Circle,The Matarese Circle (Matarese #1),,4.03,32016,33144,264,246,1106,7377,13100,11315,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2790,3147367,3147367,3178858,17,1400063256,9781400063250.0,Jon Meacham,2008.0,American Lion: Andrew Jackson in the White House,American Lion: Andrew Jackson in the White House,en-US,3.76,32564,33439,1378,1309,2419,8198,12414,9099,https://images.gr-assets.com/books/1320480904m/3147367.jpg,https://images.gr-assets.com/books/1320480904s/3147367.jpg,0
2820,3476,3476,1004778,27,142000205,9780142000200.0,Gwyn Hyman Rubio,1998.0,Icy Sparks,Icy Sparks,eng,3.68,34128,34951,1103,737,2819,10815,12979,7601,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2824,4836308,4836308,4901516,68,1401340903,9781401340900.0,Katherine Howe,2009.0,The Physick Book of Deliverance Dane,The Physick Book of Deliverance Dane,en-US,3.7,41284,45352,5539,1041,3900,13233,16803,10375,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2834,11366,11366,1884932,68,345476093,9780345476100.0,"Barbara W. Tuchman, Robert K. Massie",1962.0,The Guns of August,The Guns of August,eng,4.18,35147,37695,1674,845,1281,5342,12858,17369,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2842,3410425,3410425,3450678,51,446195502,9780446195510.0,David Baldacci,2008.0,Divine Justice,"Divine Justice (Camel Club, #4)",en-US,4.17,35071,38072,1281,236,768,6103,16164,14801,https://images.gr-assets.com/books/1336266873m/3410425.jpg,https://images.gr-assets.com/books/1336266873s/3410425.jpg,0
2862,15676,15676,359553,62,425181111,9780425181120.0,Dean Koontz,1986.0,Strangers,Strangers,,3.98,34661,36258,575,445,1477,8708,13232,12396,https://images.gr-assets.com/books/1308458895m/15676.jpg,https://images.gr-assets.com/books/1308458895s/15676.jpg,0
2871,10790290,10790290,15702572,21,316187747,9780316187750.0,Michael J. Sullivan,2011.0,Theft of Swords,"Theft of Swords (The Riyria Revelations, #1-2)",eng,4.21,33076,37062,2631,405,1064,4971,14512,16110,https://images.gr-assets.com/books/1307959785m/10790290.jpg,https://images.gr-assets.com/books/1307959785s/10790290.jpg,0
2924,46438,46438,143448,99,451219953,9780451219950.0,Raymond Khoury,2006.0,The Last Templar,"The Last Templar (Templar, #1)",eng,3.57,33675,35769,1482,1154,3603,11658,12251,7103,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2938,9302,9302,426620,59,60731486,9780060731490.0,Marian Keyes,2004.0,The Other Side of the Story,The Other Side of the Story,,3.77,32185,34440,895,644,2229,10239,12589,8739,https://images.gr-assets.com/books/1407107814m/9302.jpg,https://images.gr-assets.com/books/1407107814s/9302.jpg,0
2981,552887,552887,3357637,69,316015059,9780316015060.0,James Patterson,2007.0,Double Cross,"Double Cross (Alex Cross, #13)",eng,3.99,34189,36805,1366,268,1418,8438,14878,11803,https://images.gr-assets.com/books/1256839349m/552887.jpg,https://images.gr-assets.com/books/1256839349s/552887.jpg,0
2991,10911,10911,3349802,42,743454510,9780743454510.0,Jodi Picoult,2003.0,Second Glance,Second Glance,en-US,3.79,33486,36700,2361,663,2519,10432,13360,9726,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3003,8155,8155,87,61,031235326X,9780312353260.0,Barbara Taylor Bradford,1979.0,A Woman of Substance,A Woman of Substance (Emma Harte Saga #1),eng,4.16,31309,32932,614,412,1129,5996,10664,14731,https://images.gr-assets.com/books/1330029941m/8155.jpg,https://images.gr-assets.com/books/1330029941s/8155.jpg,0
3011,22649,22649,2363,38,767907817,9780767907810.0,Jane Green,2000.0,Bookends,Bookends,eng,3.7,32755,33762,847,741,2549,10873,11676,7923,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3016,9298,9298,510806,60,60086246,9780060086240.0,Marian Keyes,1999.0,Last Chance Saloon,Last Chance Saloon,en-US,3.78,32255,34161,755,593,2184,10221,12236,8927,https://images.gr-assets.com/books/1407708818m/9298.jpg,https://images.gr-assets.com/books/1407708818s/9298.jpg,0
3028,92163,1853145,1952547,45,517223546,9780517223540.0,Edward Rutherfurd,1987.0,Sarum: The Novel of England,Sarum: The Novel of England,eng,4.07,28292,34364,1194,567,1587,6389,12185,13636,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3050,9509287,9509287,14395005,52,446573108,9780446573110.0,David Baldacci,2011.0,The Sixth Man,"The Sixth Man (Sean King & Michelle Maxwell, #5)",en-US,4.13,29257,33829,1598,237,848,5810,14453,12481,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3088,31250,31250,80851,442,141439963,9780141439970.0,"Charles Dickens, Helen Small, Stephen Wall",1855.0,Little Dorrit,Little Dorrit,eng,3.97,33997,36523,1184,918,1978,7645,12815,13167,https://images.gr-assets.com/books/1496619146m/31250.jpg,https://images.gr-assets.com/books/1496619146s/31250.jpg,0
3090,50833,581811,1203845,79,739418378,9780739418380.0,Jacqueline Susann,1966.0,Valley of the Dolls,Valley of the Dolls,en-US,3.7,25210,37222,2632,978,3480,10717,12522,9525,https://images.gr-assets.com/books/1328281855m/50833.jpg,https://images.gr-assets.com/books/1328281855s/50833.jpg,0
3126,4625,4625,8238,63,684843323,9780684843320.0,Ernest Hemingway,1925.0,The Complete Short Stories of Ernest Hemingway,The Complete Short Stories,en-US,4.28,28129,30304,684,388,770,3779,10307,15060,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3130,24228353,24228353,42938354,9,,,Sejal Badani,2015.0,Trail of Broken Wings,Trail of Broken Wings,eng,3.94,25413,27597,2010,587,1536,5576,11113,8785,https://images.gr-assets.com/books/1427135077m/24228353.jpg,https://images.gr-assets.com/books/1427135077s/24228353.jpg,0
3134,13540215,13540215,19102940,31,006218850X,9780062188500.0,Amanda Coplin,2012.0,The Orchardist,The Orchardist,,3.75,30121,34309,5163,745,2501,9212,13808,8043,https://images.gr-assets.com/books/1335562453m/13540215.jpg,https://images.gr-assets.com/books/1335562453s/13540215.jpg,0
3143,10222,10222,114,59,031215125X,9780312151260.0,M.M. Kaye,1978.0,The Far Pavilions,The Far Pavilions,en-US,4.2,33348,34522,1044,302,1071,5665,11733,15751,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3190,3313418,3313418,3351033,39,1416599398,9781416599400.0,Vince Flynn,2008.0,Extreme Measures,"Extreme Measures (Mitch Rapp, #11)",eng,4.32,32211,35081,826,326,666,4119,12351,17619,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3197,7039,7039,1005422,76,349116652,9780349116660.0,Alexander McCall Smith,2000.0,Tears of the Giraffe,"Tears of the Giraffe (No. 1 Ladies' Detective Agency, #2)",en-GB,3.95,35205,40316,2273,157,1059,9863,18670,10567,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3255,4708,4708,2432116,522,743451503,9780743451500.0,F. Scott Fitzgerald,1922.0,The Beautiful and Damned,The Beautiful and Damned,,3.75,26597,33692,2050,632,2522,9543,12851,8144,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3259,16138688,16138688,18151238,26,1594486247,9781594486240.0,Cathy Marie Buchanan,2012.0,The Painted Girls,The Painted Girls,eng,3.61,26798,29304,2855,1332,2612,8420,10799,6141,https://images.gr-assets.com/books/1352484200m/16138688.jpg,https://images.gr-assets.com/books/1352484200s/16138688.jpg,0
3260,13402447,13402447,18634320,11,,,Chanda Hahn,2011.0,UnEnchanted,"UnEnchanted (An Unfortunate Fairy Tale, #1)",eng,3.89,35287,35716,3458,976,2591,8277,11482,12390,https://images.gr-assets.com/books/1327819697m/13402447.jpg,https://images.gr-assets.com/books/1327819697s/13402447.jpg,0
3270,18170143,18170143,25488999,49,316253014,9780316253020.0,Chris Hadfield,2013.0,An Astronaut’s Guide to Life on Earth,An Astronaut's Guide to Life on Earth,eng,4.14,25474,29675,2831,627,1025,4534,10905,12584,https://images.gr-assets.com/books/1380495144m/18170143.jpg,https://images.gr-assets.com/books/1380495144s/18170143.jpg,0
3322,89788,89788,851956,79,452285453,9780452285450.0,Tracy Chevalier,2003.0,The Lady and the Unicorn,The Lady and the Unicorn,eng,3.67,32490,35143,1607,824,2933,10941,12748,7697,https://images.gr-assets.com/books/1311281285m/89788.jpg,https://images.gr-assets.com/books/1311281285s/89788.jpg,0
3344,12204,12204,14527,64,486275507,9780486275500.0,Robert Frost,1916.0,Mountain Interval,The Road Not Taken and Other Poems,,4.27,30193,31403,275,274,742,4748,10263,15376,https://images.gr-assets.com/books/1415677882m/12204.jpg,https://images.gr-assets.com/books/1415677882s/12204.jpg,0
3358,841628,841628,13319085,18,330316117,9780330316120.0,Douglas Adams,1986.0,"The Hitchhiker's Guide to the Galaxy: The Trilogy of Four (Hitchhiker's Guide, #1-4)",The Hitchhiker's Guide to the Galaxy: A Trilogy in Four Parts,eng,4.51,27855,29642,452,220,534,2417,7287,19184,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3367,113138,113138,1369417,80,446522597,9780446522600.0,David Baldacci,1997.0,The Winner,The Winner,eng,4.06,27904,31429,1345,339,1212,6151,12376,11351,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3387,4796,4796,2359336,129,143039482,9780143039490.0,"John Steinbeck, Susan Shillinglaw",1961.0,The Winter of our Discontent,The Winter of Our Discontent,eng,3.99,28050,30997,1538,362,1389,6734,12292,10220,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3399,81939,81939,1769615,44,1878424440,9781878424440.0,Miguel Ruiz,1999.0,The Mastery of Love: A Practical Guide to the Art of Relationship (Toltec Wisdom Book),The Mastery of Love: A Practical Guide to the Art of Relationship --Toltec Wisdom Book,,4.25,24162,25974,819,351,908,3909,7596,13210,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3406,18402,18402,2164481,77,034549038X,9780345490380.0,Matthew Pearl,2003.0,The Dante Club,The Dante Club,en-US,3.38,31035,33728,2206,1822,4320,11905,10640,5041,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3413,36071,36071,35982,64,684802031,9780684802040.0,"Stephen R. Covey, A. Roger Merrill, Rebecca R. Merrill",1993.0,"First Things First: To Live, to Love, to Learn, to Leave a Legacy",First Things First,eng,4.06,26813,27414,340,425,1034,5514,9840,10601,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3416,6428887,6428887,6618328,72,61929379,9780061929370.0,Michael Crichton,2009.0,Pirate Latitudes,Pirate Latitudes,eng,3.41,27904,32497,3554,1167,4361,11875,10330,4764,https://images.gr-assets.com/books/1332304096m/6428887.jpg,https://images.gr-assets.com/books/1332304096s/6428887.jpg,0
3443,6538,6538,1100254,68,425192733,9780425192730.0,Patricia Cornwell,2002.0,Portrait of a Killer: Jack The Ripper - Case Closed,Portrait of a Killer: Jack the Ripper - Case Closed,eng,3.44,28506,29768,1311,1998,4123,9041,7953,6653,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3465,315519,315519,503099,51,440174244,9780440174240.0,Irwin Shaw,1969.0,"Rich Man, Poor Man","Rich Man, Poor Man",,4.15,28024,28770,234,183,765,5530,10300,11992,https://images.gr-assets.com/books/1353725186m/315519.jpg,https://images.gr-assets.com/books/1353725186s/315519.jpg,0
3468,5180,5180,1959357,22,425162443,9780425162450.0,Sheri Reynolds,1995.0,The Rapture of Canaan,The Rapture of Canaan,eng,3.8,30267,30649,773,498,1961,8686,11496,8008,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3493,34452,34452,2176901,75,446520594,9780446520590.0,Brian L. Weiss,1988.0,"Many Lives, Many Masters","Many Lives, Many Masters: The True Story of a Prominent Psychiatrist, His Young Patient, and the Past Life Therapy That Changed Both Their Lives",eng,4.17,18956,25806,2069,514,1100,4036,8120,12036,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3513,32432,32432,2880211,67,553579754,9780553579760.0,Dean Koontz,1998.0,Fear Nothing,"Fear Nothing (Moonlight Bay, #1)",eng,3.99,28875,30240,848,428,1437,6910,10752,10713,https://images.gr-assets.com/books/1168390806m/32432.jpg,https://images.gr-assets.com/books/1168390806s/32432.jpg,0
3537,627984,627984,614327,66,446577391,9780446577400.0,David Baldacci,2007.0,Stone Cold,"Stone Cold (Camel Club, #3)",eng,4.11,27510,30707,1372,153,701,5559,13504,10790,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3561,144977,144977,1100660,55,786888768,9780786888760.0,J.R. Moehringer,2005.0,The Tender Bar: A Memoir,The Tender Bar,eng,3.93,23055,25277,2393,298,1446,5717,10005,7811,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3567,22686,22686,2714838,44,452287146,9780452287140.0,Jane Green,2004.0,The Other Woman,The Other Woman,eng,3.68,26584,27432,677,645,2177,8843,9402,6365,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3568,15171,15171,17077,23,965030067,9780965030070.0,Haven Kimmel,2001.0,"A Girl Named Zippy: Growing up Small in Mooreland, Indiana",A Girl Named Zippy,,3.79,27928,30263,3487,667,2258,8151,10858,8329,https://images.gr-assets.com/books/1334082673m/15171.jpg,https://images.gr-assets.com/books/1334082673s/15171.jpg,0
3574,7569223,7569223,9910301,57,7311001,9780007311000.0,Lauren Weisberger,2010.0,Last Night at Chateau Marmont,Last Night at Chateau Marmont,en-GB,3.51,25002,27284,1134,994,3304,9351,8093,5542,https://images.gr-assets.com/books/1269790764m/7569223.jpg,https://images.gr-assets.com/books/1269790764s/7569223.jpg,0
3600,9589,9589,1683551,76,425161293,9780425161300.0,Kurt Vonnegut Jr.,1990.0,Hocus Pocus,Hocus Pocus,,3.81,23046,25483,845,201,1290,7373,10818,5801,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3605,85459,85459,2060382,77,515139742,9780515139750.0,Nora Roberts,2004.0,Northern Lights,Northern Lights,eng,3.98,32670,34287,976,314,1560,8195,12556,11662,https://images.gr-assets.com/books/1309209276m/85459.jpg,https://images.gr-assets.com/books/1309209276s/85459.jpg,0
3634,115076,115076,3000860,34,452287898,9780452287890.0,Marisa de los Santos,2005.0,Love Walked In,Love Walked In,eng,3.69,28712,29698,4084,710,2525,8669,11047,6747,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3656,381704,381704,98,61,1401359604,9781401359610.0,Plum Sykes,2004.0,Bergdorf Blondes,Bergdorf Blondes,en-US,3.26,23795,25822,1267,2020,4428,8669,6144,4561,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3697,9300768,9300768,12879765,56,316123358,9780316123360.0,Joe Abercrombie,2011.0,The Heroes,"The Heroes (First Law World, #5)",eng,4.26,24964,29467,1434,194,696,3918,11010,13649,https://images.gr-assets.com/books/1375671200m/9300768.jpg,https://images.gr-assets.com/books/1375671200s/9300768.jpg,0
3715,325085,325085,4993095,138,140435123,9780140435120.0,"Charles Dickens, Mark Ford",1839.0,Nicholas Nickleby,Nicholas Nickleby,eng,3.89,30272,33384,1100,671,1886,8152,12330,10345,https://images.gr-assets.com/books/1352758388m/325085.jpg,https://images.gr-assets.com/books/1352758388s/325085.jpg,0
3724,6578507,6578507,6771932,50,143145444,9780143145450.0,"Sarah Blake, Orlagh Cassidy",2009.0,The Postmistress,The Postmistress,eng,3.3,30320,35271,5127,1474,5324,13532,11074,3867,https://images.gr-assets.com/books/1409169468m/6578507.jpg,https://images.gr-assets.com/books/1409169468s/6578507.jpg,0
3737,29925,29925,30342,27,1841580651,9781841580650.0,Jeff Shaara,1996.0,Gods and Generals,"Gods and Generals (The Civil War Trilogy, #1)",eng,4.05,25515,27141,574,402,1081,5241,10527,9890,https://images.gr-assets.com/books/1330062676m/29925.jpg,https://images.gr-assets.com/books/1330062676s/29925.jpg,0
3787,5182,5182,846655,28,140244824,9780140244820.0,Mary McGarry Morris,1995.0,Songs in Ordinary Time,Songs in Ordinary Time,eng,3.68,27034,27328,489,857,2112,8250,9765,6344,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3788,40067,40067,1757108,39,1400080665,9781400080660.0,Erik Larson,2006.0,Thunderstruck,Thunderstruck,en-US,3.67,24760,27979,3402,347,1952,9255,11516,4909,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3821,15015,15015,16955,79,399142789,9780399142790.0,Neale Donald Walsch,1995.0,"Conversations with God, An Uncommon Dialogue: Living in the World with Honesty, Courage, and Love, Book 1","Conversations with God: An Uncommon Dialogue, Book 1",eng,4.15,21977,22988,1115,750,1119,3495,6307,11317,https://images.gr-assets.com/books/1327944254m/15015.jpg,https://images.gr-assets.com/books/1327944254s/15015.jpg,0
3841,1611988,1611988,3062843,52,312379293,9780312379290.0,Jeffrey Archer,2008.0,A Prisoner of Birth,A Prisoner of Birth,en-US,4.09,21932,25192,1865,190,771,4656,10478,9097,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3842,6424184,6424184,6613427,10,1416983090,9781416983100.0,Christopher Pike,2010.0,Thirst No. 2,"Thirst No. 2: Phantom, Evil Thirst, and Creatures of Forever (Thirst, #2)",en-US,4.06,26045,26569,587,979,1795,4803,6131,12861,https://images.gr-assets.com/books/1327900390m/6424184.jpg,https://images.gr-assets.com/books/1327900390s/6424184.jpg,0
3853,116020,116020,50513135,263,451529456,9780451529460.0,"Henry David Thoreau, W.S. Merwin",1854.0,,Walden & Civil Disobedience,eng,3.96,26412,29184,817,851,1807,6003,9531,10992,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3856,37426,37426,828476,45,312315732,9780312315730.0,Tom Perrotta,2004.0,Little Children,Little Children,,3.61,24109,26333,2100,600,2405,8214,10664,4450,https://images.gr-assets.com/books/1327556734m/37426.jpg,https://images.gr-assets.com/books/1327556734s/37426.jpg,0
3865,12099007,12099007,17067735,72,1455806935,9781455806940.0,"Nora Roberts, MacLeod Andrews",2012.0,The Last Boyfriend,"The Last Boyfriend (Inn BoonsBoro, #2)",eng,4.06,26861,34274,2098,216,1230,7349,12983,12496,https://images.gr-assets.com/books/1334384607m/12099007.jpg,https://images.gr-assets.com/books/1334384607s/12099007.jpg,0
3891,1087075,1087075,1402076,38,312364687,9780312364690.0,Beth Harbison,2007.0,Shoe Addicts Anonymous,"Shoe Addicts Anonymous (Shoe Addict, #1)",eng,3.57,24029,24866,882,1259,2686,7556,7451,5914,https://images.gr-assets.com/books/1311992714m/1087075.jpg,https://images.gr-assets.com/books/1311992714s/1087075.jpg,0
3905,1779929,1779929,2328657,30,1401303366,9781401303360.0,Kelly Corrigan,2005.0,The Middle Place,The Middle Place,,3.85,24282,25515,2842,324,1523,6778,10004,6886,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3914,15793074,15793074,21503547,43,125000098X,9781250000990.0,Jeffrey Archer,2013.0,Best Kept Secret,"Best Kept Secret (The Clifton Chronicles, #3)",eng,3.94,18673,26496,1980,240,1094,6448,11057,7657,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3939,2693801,2693801,2719129,57,500237514,9780500237520.0,"H.W. Janson, Anthony F. Janson",1962.0,History of Art,History of Art,eng,3.8,22146,22534,96,1695,1709,4555,5994,8581,https://images.gr-assets.com/books/1330064588m/2693801.jpg,https://images.gr-assets.com/books/1330064588s/2693801.jpg,0
3963,85448,85448,517820,52,553268929,9780553268930.0,Pat Conroy,1976.0,The Great Santini,The Great Santini,eng,4.13,22921,25196,971,220,743,4387,10145,9701,https://images.gr-assets.com/books/1442599829m/85448.jpg,https://images.gr-assets.com/books/1442599829s/85448.jpg,0
3966,4909,4909,3060322,71,743243781,9780743243780.0,Frank McCourt,2005.0,Teacher Man,"Teacher Man (Frank McCourt, #3)",en-CA,3.73,23736,26183,2065,398,1970,7967,9765,6083,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3979,18431,18431,3805,82,440241359,9780440241360.0,"Ian Caldwell, Dustin Thomason",2004.0,The Rule of Four,The Rule of Four,eng,3.22,22724,28872,1984,1909,4958,10594,7787,3624,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3987,29632984,29057887,49243235,8,,,Marybeth Mayhew Whalen,2016.0,,The Things We Wish Were True,eng,3.83,20868,29662,2022,400,1581,8038,12428,7215,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
4005,251519,251519,1154583,52,446694843,9780446694840.0,Lolly Winston,2004.0,Good Grief,Good Grief,en-US,3.72,24273,25350,1330,449,1718,7963,9468,5752,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
4027,7035,7035,5913092,66,1400031362,9781400031370.0,Alexander McCall Smith,2001.0,Morality for Beautiful Girls,"Morality for Beautiful Girls (No. 1 Ladies' Detective Agency, #3)",eng,3.97,29574,32422,1507,74,697,8014,14913,8724,https://images.gr-assets.com/books/1379303019m/7035.jpg,https://images.gr-assets.com/books/1379303019s/7035.jpg,0
4057,9503,9503,1223399,64,034546401X,9780345464020.0,Amy Tan,2005.0,Saving Fish from Drowning: A Novel,Saving Fish from Drowning,eng,3.41,24579,26060,2586,1247,3379,8927,8374,4133,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
4081,231,231,1005335,53,312424442,9780312424440.0,Tom Wolfe,2004.0,,I am Charlotte Simmons,en-US,3.4,19293,21580,1891,1481,2886,6557,6890,3766,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
